merchant,description,amount,category,date,timestamp
BSNL,RTGS Transfer - water bill,500.0,UTILITIES,2024-06-01,2024-06-01 10:09:56
HDFC Securities Ltd,Mobile Banking - portfolio investment,2000.0,INVESTMENT,2025-03-29,2025-03-29 10:09:56
Cinema Hall,streaming subscription,1498.86,ENTERTAINMENT,2024-10-27,2024-10-27 10:09:56
Courier Service,personal care,87.54,MISCELLANEOUS,2025-04-06,2025-04-06 10:09:56
FreshMenu,snacks order,1369.37,FOOD_DINING,2025-02-13,2025-02-13 10:09:56
Bowling Alley,gaming subscription,149.0,ENTERTAINMENT,2024-05-02,2024-05-02 10:09:56
Fun Republic,music subscription,799.0,ENTERTAINMENT,2025-03-19,2025-03-19 10:09:56
Fun Republic,Credit Card Payment - gaming,1812.63,ENTERTAINMENT,2025-08-16,2025-08-16 10:09:56
Zomato,restaurant bill,1377.2,FOOD_DINING,2025-07-27,2025-07-27 10:09:56
Vistara,metro recharge,1956.7,TRANSPORTATION,2025-03-14,2025-03-14 10:09:56
Health Insurance,medical checkup,18054.87,HEALTHCARE,2025-04-26,2025-04-26 10:09:56
Bowling Alley,prime subscription,1246.71,ENTERTAINMENT,2024-05-25,2024-05-25 10:09:56
Upstox India,mutual fund SIP,1000.0,INVESTMENT,2024-09-07,2024-09-07 10:09:56
Bank Charges Ltd,gift purchase,2000.0,MISCELLANEOUS,2025-08-11,2025-08-11 10:09:56
Coursera,course fee,17312.38,EDUCATION,2024-05-17,2024-05-17 10:09:56
BSNL Store,cable bill,7179.36,UTILITIES,2024-12-20,2024-12-20 10:09:56
Charity,service fee,525.56,MISCELLANEOUS,2024-08-22,2024-08-22 10:09:56
Diagnostic Center,medicine purchase,22340.44,HEALTHCARE,2024-07-27,2024-07-27 10:09:56
Flipkart,mobile purchase,15000.0,SHOPPING,2024-05-09,2024-05-09 10:09:56
College Fee,tuition fee,50000.0,EDUCATION,2025-08-16,2025-08-16 10:09:56
SBI Mutual Fund,bond investment,5000.0,INVESTMENT,2025-06-26,2025-06-26 10:09:56
Axis Mutual Fund,tax saving investment,56412.77,INVESTMENT,2025-10-02,2025-10-02 10:09:56
DSP BlackRock,retirement fund,423733.49,INVESTMENT,2024-06-03,2024-06-03 10:09:56
Local Clinic,diagnostic test,19705.22,HEALTHCARE,2025-02-05,2025-02-05 10:09:56
Adventure Park,netflix payment,399.0,ENTERTAINMENT,2025-02-05,2025-02-05 10:09:56
Biryani Blues Store,QR Code Payment - restaurant bill,357.67,FOOD_DINING,2025-08-03,2025-08-03 10:09:56
Photography,maintenance,15245.07,MISCELLANEOUS,2024-07-29,2024-07-29 10:09:56
BehrouzBiryani,NEFT Transfer - party order,309.95,FOOD_DINING,2025-04-11,2025-04-11 10:09:56
WBSEDCL Online,society dues,7859.42,UTILITIES,2024-10-03,2024-10-03 10:09:56
Air India,cab ride,1874.78,TRANSPORTATION,2024-12-15,2024-12-15 10:09:56
Zerodha,systematic investment,5000.0,INVESTMENT,2025-06-24,2025-06-24 10:09:56
Health Insurance,QR Code Payment - dental treatment,3000.0,HEALTHCARE,2024-10-15,2024-10-15 10:09:56
Bakery Shop,restaurant bill,1921.25,FOOD_DINING,2024-07-04,2024-07-04 10:09:56
Sony LIV,music subscription,999.0,ENTERTAINMENT,2024-09-04,2024-09-04 10:09:56
SpiceJet,uber ride,1825.65,TRANSPORTATION,2024-06-06,2024-06-06 10:09:56
Punjabi Tadka,canteen recharge,150.0,FOOD_DINING,2024-11-04,2024-11-04 10:09:56
MSEB,society dues,2000.0,UTILITIES,2025-05-31,2025-05-31 10:09:56
Vijay Sales,books order,2000.0,SHOPPING,2024-08-03,2024-08-03 10:09:56
Vedantu Online,course fee,5190.04,EDUCATION,2025-07-26,2025-07-26 10:09:56
SBI Securities,Debit Card Payment - portfolio investment,236449.3,INVESTMENT,2024-08-14,2024-08-14 10:09:56
Courier Service Pvt Ltd,government fee,994.67,MISCELLANEOUS,2024-07-03,2024-07-03 10:09:56
Book Store,course fee,877.87,EDUCATION,2024-11-17,2024-11-17 10:09:56
BSNL,phone bill,3221.17,UTILITIES,2025-02-24,2025-02-24 10:09:56
Angel Broking,portfolio investment,320233.62,INVESTMENT,2025-04-28,2025-04-28 10:09:56
Vedantu,exam fee,2000.0,EDUCATION,2025-05-05,2025-05-05 10:09:56
Term Insurance,UPI Payment - portfolio investment,437507.25,INVESTMENT,2025-06-04,2025-06-04 10:09:56
BookMyShow,concert booking,399.0,ENTERTAINMENT,2025-05-22,2025-05-22 10:09:56
HDFC Securities,mutual fund SIP,100000.0,INVESTMENT,2025-09-20,2025-09-20 10:09:56
PVR Cinemas,netflix payment,1684.15,ENTERTAINMENT,2025-04-22,2025-04-22 10:09:56
MUNICIPAL CORPORATION,Wallet Payment - phone bill,2000.0,UTILITIES,2024-09-28,2024-09-28 10:09:56
Tata Power,Net Banking - internet bill,6348.29,UTILITIES,2024-11-29,2024-11-29 10:09:56
Airtel,electricity bill,1000.0,UTILITIES,2025-09-03,2025-09-03 10:09:56
Rapido,parking charges,500.0,TRANSPORTATION,2025-08-24,2025-08-24 10:09:56
Flight Booking,metro recharge,88.24,TRANSPORTATION,2025-05-10,2025-05-10 10:09:56
Photography,gift purchase,100.0,MISCELLANEOUS,2024-04-27,2024-04-27 10:09:56
Medical Store,medical emergency,19272.4,HEALTHCARE,2025-07-28,2025-07-28 10:09:56
Angel Broking,life insurance premium,5000.0,INVESTMENT,2024-05-12,2024-05-12 10:09:56
YouTube Premium,Mobile Banking - netflix payment,1560.65,ENTERTAINMENT,2025-02-16,2025-02-16 10:09:56
Tuition Teacher Store,exam fee,10000.0,EDUCATION,2024-12-13,2024-12-13 10:09:56
Max Hospital,Wallet Payment - physiotherapy,11671.17,HEALTHCARE,2025-03-14,2025-03-14 10:09:56
Lifestyle,Debit Card Payment - household items,167.71,SHOPPING,2024-09-07,2024-09-07 10:09:56
HDFC Securities,retirement fund,54656.12,INVESTMENT,2025-03-19,2025-03-19 10:09:56
Tikona Pvt Ltd,cable bill,1000.0,UTILITIES,2024-07-25,2024-07-25 10:09:56
IRCTC,NEFT Transfer - fuel refill,412.58,TRANSPORTATION,2024-05-22,2024-05-22 10:09:56
Cleaning Service,cash withdrawal,1000.0,MISCELLANEOUS,2024-09-30,2024-09-30 10:09:56
Supermarket,electronics,500.0,SHOPPING,2024-06-02,2024-06-02 10:09:56
Government Services,NEFT Transfer - gift purchase,4461.94,MISCELLANEOUS,2025-03-19,2025-03-19 10:09:56
Sun Direct,electricity bill,3000.0,UTILITIES,2025-09-22,2025-09-22 10:09:56
Fortis Hospital,Wallet Payment - medical emergency,200.0,HEALTHCARE,2024-06-19,2024-06-19 10:09:56
Air India.com,metro recharge,2922.57,TRANSPORTATION,2024-07-28,2024-07-28 10:09:56
Rapido,Mobile Banking - parking charges,1000.0,TRANSPORTATION,2024-11-14,2024-11-14 10:09:56
Salon,tax payment,14989.01,MISCELLANEOUS,2024-06-22,2024-06-22 10:09:56
Local Store,cosmetics,567.76,SHOPPING,2024-07-13,2024-07-13 10:09:56
Stationery Shop.com,coaching classes,3247.99,EDUCATION,2025-05-05,2025-05-05 10:09:56
Zomato,lunch order,397.23,FOOD_DINING,2025-06-02,2025-06-02 10:09:56
Videocon D2H,maintenance charges,800.0,UTILITIES,2024-09-16,2024-09-16 10:09:56
Unacademy,certification cost,2547.64,EDUCATION,2025-09-13,2025-09-13 10:09:56
ALTBalaji,gaming,641.16,ENTERTAINMENT,2024-09-21,2024-09-21 10:09:56
FreshMenu,office lunch,100.0,FOOD_DINING,2024-07-09,2024-07-09 10:09:56
supermarket,online shopping,3000.0,SHOPPING,2025-01-16,2025-01-16 10:09:56
Certification,online course,42501.29,EDUCATION,2025-03-27,2025-03-27 10:09:56
Water Park,entertainment,499.0,ENTERTAINMENT,2024-05-09,2024-05-09 10:09:56
GoAir,UPI Payment - toll payment,1000.0,TRANSPORTATION,2025-09-25,2025-09-25 10:09:56
Stationery Shop Pvt Ltd,workshop fee,15000.0,EDUCATION,2025-06-04,2025-06-04 10:09:56
H&M,home appliances,2000.0,SHOPPING,2025-07-23,2025-07-23 10:09:56
Physiotherapy India,Wallet Payment - medicine purchase,5000.0,HEALTHCARE,2025-07-28,2025-07-28 10:09:56
Essar,petrol payment,1265.17,TRANSPORTATION,2024-08-07,2024-08-07 10:09:56
BPCL,ola booking,1477.35,TRANSPORTATION,2025-03-02,2025-03-02 10:09:56
Local Restaurant,canteen recharge,200.0,FOOD_DINING,2024-10-25,2024-10-25 10:09:56
Printing,IMPS Payment - miscellaneous expense,35189.6,MISCELLANEOUS,2024-11-26,2024-11-26 10:09:56
Certification,coaching classes,50000.0,EDUCATION,2025-04-19,2025-04-19 10:09:56
IOCL,monthly pass,3420.43,TRANSPORTATION,2025-03-03,2025-03-03 10:09:56
BMTC,ola booking,2755.72,TRANSPORTATION,2025-02-04,2025-02-04 10:09:56
HDFC AMC,Credit Card Payment - stock purchase,231265.8,INVESTMENT,2024-07-07,2024-07-07 10:09:56
Metro Card,Credit Card Payment - petrol payment,80.0,TRANSPORTATION,2024-05-19,2024-05-19 10:09:56
Pharmacy,dental treatment,1174.02,HEALTHCARE,2024-10-05,2024-10-05 10:09:56
Stationery Shop,exam fee,11553.16,EDUCATION,2025-05-11,2025-05-11 10:09:56
Oven Story,party order,200.0,FOOD_DINING,2024-08-28,2024-08-28 10:09:56
Zee5,Net Banking - prime subscription,999.0,ENTERTAINMENT,2024-08-13,2024-08-13 10:09:56
Charity,maintenance,1708.35,MISCELLANEOUS,2025-10-03,2025-10-03 10:09:56
ICICI Direct,stock purchase,221759.26,INVESTMENT,2025-07-07,2025-07-07 10:09:56
FreshMenu,canteen recharge,851.31,FOOD_DINING,2024-04-23,2024-04-23 10:09:56
Stationery Shop,online course,25000.0,EDUCATION,2025-06-13,2025-06-13 10:09:56
Wellness Center,health insurance,500.0,HEALTHCARE,2024-05-30,2024-05-30 10:09:56
Certification,training program,28819.04,EDUCATION,2025-05-17,2025-05-17 10:09:56
Bowling Alley,gaming subscription,355.45,ENTERTAINMENT,2024-05-28,2024-05-28 10:09:56
Swiggy,breakfast delivery,107.68,FOOD_DINING,2025-09-15,2025-09-15 10:09:56
Printing,Net Banking - tax payment,10000.0,MISCELLANEOUS,2025-08-23,2025-08-23 10:09:56
Myntra,Net Banking - fashion shopping,3566.46,SHOPPING,2024-06-18,2024-06-18 10:09:56
Flipkart,clothes purchase,42151.02,SHOPPING,2025-06-09,2025-06-09 10:09:56
Health Insurance,medicine purchase,10000.0,HEALTHCARE,2025-01-02,2025-01-02 10:09:56
McDonalds Store,dinner payment,708.44,FOOD_DINING,2025-06-12,2025-06-12 10:09:56
Burger King,food court payment,150.0,FOOD_DINING,2025-05-16,2025-05-16 10:09:56
Brand Factory,mobile purchase,3308.81,SHOPPING,2025-01-14,2025-01-14 10:09:56
Burger King,Credit Card Payment - snacks order,150.0,FOOD_DINING,2024-11-23,2024-11-23 10:09:56
Brand Factory,clothes purchase,3000.0,SHOPPING,2024-08-08,2024-08-08 10:09:56
Airtel,internet bill,5819.54,UTILITIES,2024-08-23,2024-08-23 10:09:56
Reliance Digital India,clothes purchase,1769.32,SHOPPING,2024-10-25,2024-10-25 10:09:56
Photography,QR Code Payment - other charges,23823.86,MISCELLANEOUS,2024-06-26,2024-06-26 10:09:56
Petrol Pump,bus ticket,515.47,TRANSPORTATION,2025-10-03,2025-10-03 10:09:56
Aditya Birla Sun Life,systematic investment,5000.0,INVESTMENT,2024-11-17,2024-11-17 10:09:56
Gaming Zone,prime subscription,1612.8,ENTERTAINMENT,2024-10-30,2024-10-30 10:09:56
Pantaloons,QR Code Payment - clothes purchase,1222.05,SHOPPING,2025-03-20,2025-03-20 10:09:56
Gym,Net Banking - dental treatment,3000.0,HEALTHCARE,2025-10-07,2025-10-07 10:09:56
Dental Clinic,dental treatment,4761.47,HEALTHCARE,2024-07-12,2024-07-12 10:09:56
DTC,fuel refill,50.0,TRANSPORTATION,2025-05-21,2025-05-21 10:09:56
Family Doctor India,Debit Card Payment - medical emergency,10000.0,HEALTHCARE,2025-05-05,2025-05-05 10:09:56
Vi,cable bill,8798.7,UTILITIES,2024-05-22,2024-05-22 10:09:56
KSEB,water bill,1500.0,UTILITIES,2025-01-27,2025-01-27 10:09:56
Coursera,coaching classes,1000.0,EDUCATION,2024-08-11,2024-08-11 10:09:56
IRCTC,cab ride,3124.99,TRANSPORTATION,2025-05-10,2025-05-10 10:09:56
Kotak Securities,investment,186772.66,INVESTMENT,2025-08-02,2025-08-02 10:09:56
HDFC Securities Store,mutual fund SIP,25000.0,INVESTMENT,2025-09-21,2025-09-21 10:09:56
Mess Payment,breakfast delivery,68.87,FOOD_DINING,2025-04-07,2025-04-07 10:09:56
Auto Driver,QR Code Payment - petrol payment,2000.0,TRANSPORTATION,2024-07-12,2024-07-12 10:09:56
AIIMS,Mobile Banking - eye checkup,2000.0,HEALTHCARE,2025-09-08,2025-09-08 10:09:56
Book Store,certification cost,59472.38,EDUCATION,2025-07-24,2025-07-24 10:09:56
Vijay Sales,Wallet Payment - mobile purchase,10000.0,SHOPPING,2024-07-20,2024-07-20 10:09:56
Tata Sky,dth recharge,500.0,UTILITIES,2024-10-30,2024-10-30 10:09:56
Upstox,Mobile Banking - retirement fund,398874.44,INVESTMENT,2025-02-28,2025-02-28 10:09:56
Workshop,Wallet Payment - school fee,8809.31,EDUCATION,2024-11-05,2024-11-05 10:09:56
Reliance Digital,Net Banking - clothes purchase,1000.0,SHOPPING,2024-07-22,2024-07-22 10:09:56
Cafe Coffee Day,weekend dining,150.0,FOOD_DINING,2025-03-31,2025-03-31 10:09:56
Uniqlo,fashion shopping,28606.96,SHOPPING,2024-10-28,2024-10-28 10:09:56
Oven Story,dinner payment,300.0,FOOD_DINING,2025-01-15,2025-01-15 10:09:56
Amazon Prime,gaming,999.0,ENTERTAINMENT,2024-06-24,2024-06-24 10:09:56
Online Course,UPI Payment - online course,51948.66,EDUCATION,2024-10-16,2024-10-16 10:09:56
Fortis Hospital,pharmacy,10000.0,HEALTHCARE,2024-05-06,2024-05-06 10:09:56
Wedding Expenses,Mobile Banking - repair work,500.0,MISCELLANEOUS,2024-06-22,2024-06-22 10:09:56
Den Networks,Net Banking - electricity bill,800.0,UTILITIES,2025-06-09,2025-06-09 10:09:56
Book Store,tuition fee,1000.0,EDUCATION,2025-02-12,2025-02-12 10:09:56
Behrouz Biryani,Debit Card Payment - weekend dining,358.66,FOOD_DINING,2024-07-19,2024-07-19 10:09:56
Kotak Securities,stock purchase,5000.0,INVESTMENT,2025-10-03,2025-10-03 10:09:56
Local Clinic,dental treatment,200.0,HEALTHCARE,2025-06-26,2025-06-26 10:09:56
Canteen,party order,1456.88,FOOD_DINING,2025-10-01,2025-10-01 10:09:56
Jio,dth recharge,3903.09,UTILITIES,2024-09-16,2024-09-16 10:09:56
Tax Payment,cash withdrawal,40541.31,MISCELLANEOUS,2024-06-30,2024-06-30 10:09:56
Mumbai Metro,Mobile Banking - monthly pass,218.25,TRANSPORTATION,2025-04-07,2025-04-07 10:09:56
Tuition Teacher,UPI Payment - book purchase,10000.0,EDUCATION,2025-06-02,2025-06-02 10:09:56
DSP BlackRock,stock purchase,165227.49,INVESTMENT,2024-11-19,2024-11-19 10:09:56
Spotify,netflix payment,1853.04,ENTERTAINMENT,2025-05-07,2025-05-07 10:09:56
Legal Services,other charges,10000.0,MISCELLANEOUS,2024-12-15,2024-12-15 10:09:56
Cleaning Service,tax payment,1775.92,MISCELLANEOUS,2025-08-01,2025-08-01 10:09:56
Eye Specialist,health insurance,1000.0,HEALTHCARE,2024-07-27,2024-07-27 10:09:56
Eye Specialist,eye checkup,3457.81,HEALTHCARE,2025-02-16,2025-02-16 10:09:56
Gym,eye checkup,12543.6,HEALTHCARE,2024-07-15,2024-07-15 10:09:56
BigBasket,home appliances,2070.46,SHOPPING,2024-09-01,2024-09-01 10:09:56
Municipal Corporation,RTGS Transfer - internet bill,9684.39,UTILITIES,2025-03-07,2025-03-07 10:09:56
Coaching Center,Credit Card Payment - course fee,22451.37,EDUCATION,2024-08-01,2024-08-01 10:09:56
Eye Specialist,pharmacy,1000.0,HEALTHCARE,2024-05-25,2024-05-25 10:09:56
Udemy,certification cost,15216.79,EDUCATION,2024-07-14,2024-07-14 10:09:56
Canteen,Debit Card Payment - food court payment,1527.62,FOOD_DINING,2025-03-31,2025-03-31 10:09:56
HDFC Securities,share trading,100000.0,INVESTMENT,2024-05-25,2024-05-25 10:09:56
Bakery Shop,breakfast delivery,451.69,FOOD_DINING,2025-06-01,2025-06-01 10:09:56
Eye Specialist,Credit Card Payment - diagnostic test,5000.0,HEALTHCARE,2024-11-05,2024-11-05 10:09:56
Unacademy,course fee,50000.0,EDUCATION,2025-07-09,2025-07-09 10:09:56
Gaming Zone,show tickets,331.73,ENTERTAINMENT,2025-06-05,2025-06-05 10:09:56
Wellness Center,physiotherapy,20958.15,HEALTHCARE,2025-04-18,2025-04-18 10:09:56
UDEMY,training program,15000.0,EDUCATION,2024-12-10,2024-12-10 10:09:56
AIIMS,eye checkup,413.43,HEALTHCARE,2024-05-02,2024-05-02 10:09:56
IndiGo,QR Code Payment - cab ride,300.0,TRANSPORTATION,2025-10-08,2025-10-08 10:09:56
AMAZON PRIME,prime subscription,499.0,ENTERTAINMENT,2025-05-30,2025-05-30 10:09:56
Eye Specialist,physiotherapy,19311.4,HEALTHCARE,2025-07-27,2025-07-27 10:09:56
Mess Payment,snacks order,500.0,FOOD_DINING,2025-02-26,2025-02-26 10:09:56
Health Insurance,Credit Card Payment - doctor consultation,10417.23,HEALTHCARE,2025-09-30,2025-09-30 10:09:56
Amazon Prime,gaming,149.0,ENTERTAINMENT,2025-08-14,2025-08-14 10:09:56
Zee5,show tickets,799.0,ENTERTAINMENT,2025-02-25,2025-02-25 10:09:56
University,book purchase,1000.0,EDUCATION,2025-08-11,2025-08-11 10:09:56
Water Park,netflix payment,123.83,ENTERTAINMENT,2025-05-20,2025-05-20 10:09:56
Vedantu,educational material,81143.2,EDUCATION,2024-09-24,2024-09-24 10:09:56
BMTC,fuel refill,92.97,TRANSPORTATION,2025-08-25,2025-08-25 10:09:56
Bikanervala,food court pymnt,480.65,FOOD_DINING,2024-12-05,2024-12-05 10:09:56
Cleaning Service,other charges,47188.29,MISCELLANEOUS,2025-06-14,2025-06-14 10:09:56
Sony LIV,movie ticket,1140.31,ENTERTAINMENT,2025-09-27,2025-09-27 10:09:56
Coursera,certification cost,25000.0,EDUCATION,2024-10-19,2024-10-19 10:09:56
Fortis Hospital,diagnostic test,500.0,HEALTHCARE,2025-02-11,2025-02-11 10:09:56
GOAIR,UPI Payment - fuel refill,2818.31,TRANSPORTATION,2024-06-22,2024-06-22 10:09:56
AIIMS,NEFT Transfer - health insurance,2558.31,HEALTHCARE,2024-08-24,2024-08-24 10:09:56
PVR Cinemas,RTGS Transfer - streaming subscription,1519.54,ENTERTAINMENT,2025-05-18,2025-05-18 10:09:56
Vedantu,coaching classes,70380.04,EDUCATION,2025-02-06,2025-02-06 10:09:56
HDFC Securities,mutual fund SIP,129314.04,INVESTMENT,2025-05-07,2025-05-07 10:09:56
DSP BlackRock Store,NEFT Transfer - mutual fund SIP,479198.07,INVESTMENT,2025-06-02,2025-06-02 10:09:56
University.com,workshop fee,2000.0,EDUCATION,2025-03-16,2025-03-16 10:09:56
Legal Services,Debit Card Payment - miscellaneous expense,2169.68,MISCELLANEOUS,2025-09-09,2025-09-09 10:09:56
Sun Direct,phone bill,1459.1,UTILITIES,2024-09-14,2024-09-14 10:09:56
Udemy Ltd,online course,2000.0,EDUCATION,2025-01-16,2025-01-16 10:09:56
Repair Service,maintenance,1000.0,MISCELLANEOUS,2025-09-24,2025-09-24 10:09:56
School Fee,UPI Payment - online course,25000.0,EDUCATION,2025-06-13,2025-06-13 10:09:56
Local Store,RTGS Transfer - home appliances,15000.0,SHOPPING,2025-02-19,2025-02-19 10:09:56
Family Doctor,doctor consultation,3000.0,HEALTHCARE,2025-02-15,2025-02-15 10:09:56
Adani Power,Debit Card Payment - broadband payment,852.54,UTILITIES,2025-05-15,2025-05-15 10:09:56
Wellness Center,NEFT Transfer - physiotherapy,18069.44,HEALTHCARE,2024-11-22,2024-11-22 10:09:56
Dental Clinic,Net Banking - dental treatment,22744.74,HEALTHCARE,2025-07-10,2025-07-10 10:09:56
Gift Shop,Credit Card Payment - gift purchase,5928.24,MISCELLANEOUS,2025-08-20,2025-08-20 10:09:56
Coursera,book purchase,5000.0,EDUCATION,2024-09-04,2024-09-04 10:09:56
Bowling Alley,concert booking,1499.0,ENTERTAINMENT,2025-02-24,2025-02-24 10:09:56
Upstox,systematic investment,10000.0,INVESTMENT,2024-07-27,2024-07-27 10:09:56
Pharmacy,eye checkup,10814.99,HEALTHCARE,2024-08-14,2024-08-14 10:09:56
ALTBalaji Online,netflix payment,121.51,ENTERTAINMENT,2024-12-05,2024-12-05 10:09:56
Myntra,IMPS Payment - medicine purchase,21553.12,SHOPPING,2024-07-08,2024-07-08 10:09:56
Coursera,educational material,62491.71,EDUCATION,2024-08-23,2024-08-23 10:09:56
Vi,society dues,248.73,UTILITIES,2025-04-10,2025-04-10 10:09:56
Behrouz Biryani,restaurant bill,800.0,FOOD_DINING,2024-09-18,2024-09-18 10:09:56
Gym,pharmacy,10000.0,HEALTHCARE,2025-04-02,2025-04-02 10:09:56
Adventure Park,IMPS Payment - gaming,570.65,ENTERTAINMENT,2025-08-07,2025-08-07 10:09:56
Udemy,workshop fee,50000.0,EDUCATION,2025-02-16,2025-02-16 10:09:56
Airtel,society dues,551.4,UTILITIES,2024-05-28,2024-05-28 10:09:56
Vistara,IMPS Payment - flight booking,4175.62,TRANSPORTATION,2024-08-24,2024-08-24 10:09:56
Photography,Net Banking - gift buy,100.0,MISCELLANEOUS,2024-05-12,2024-05-12 10:09:56
Seminar.com,workshop fee,82370.53,EDUCATION,2024-07-26,2024-07-26 10:09:56
Air India,flight booking,2000.0,TRANSPORTATION,2024-10-24,2024-10-24 10:09:56
Canteen,restaurant bill,1752.73,FOOD_DINING,2025-01-04,2025-01-04 10:09:56
ACT Fibernet,phone bill,3000.0,UTILITIES,2024-12-23,2024-12-23 10:09:56
Gift Shop,Wallet Payment - tax payment,27878.65,MISCELLANEOUS,2025-03-03,2025-03-03 10:09:56
UTI AMC,retirement fund,20165.11,INVESTMENT,2025-08-15,2025-08-15 10:09:56
Life Insurance,systematic investment,1667.59,INVESTMENT,2025-08-08,2025-08-08 10:09:56
Vijay Sales,household items,53403.71,SHOPPING,2025-09-29,2025-09-29 10:09:56
Electronics Shop,grocery shopping,25850.23,SHOPPING,2024-04-22,2024-04-22 10:09:56
PVR Cinemas,prime subscription,342.1,ENTERTAINMENT,2025-06-29,2025-06-29 10:09:56
Vedantu,IMPS Payment - coaching classes,836.89,EDUCATION,2025-09-08,2025-09-08 10:09:56
Max Fashion,Wallet Payment - electronics,1966.29,SHOPPING,2024-12-22,2024-12-22 10:09:56
KFC,lunch order,150.0,FOOD_DINING,2024-12-03,2024-12-03 10:09:56
Bus Booking Pvt Ltd,UPI Payment - bus ticket,200.0,TRANSPORTATION,2025-03-22,2025-03-22 10:09:56
DSP BlackRock,retirement fund,2235.5,INVESTMENT,2025-06-08,2025-06-08 10:09:56
Adani Power,Wallet Payment - maintenance charges,9549.0,UTILITIES,2025-01-18,2025-01-18 10:09:56
AXIS MUTUAL FUND,tax saving investment,10876.55,INVESTMENT,2025-10-12,2025-10-12 10:09:56
airtel,electricity bill,300.0,UTILITIES,2024-08-14,2024-08-14 10:09:56
AIIMS,pharmacy,21886.51,HEALTHCARE,2025-03-27,2025-03-27 10:09:56
Courier Service,other charges,25146.21,MISCELLANEOUS,2025-09-01,2025-09-01 10:09:56
Cafe Coffee Day India,restaurant bill,1069.61,FOOD_DINING,2024-10-12,2024-10-12 10:09:56
Faasos,Debit Card Payment - canteen recharge,1098.02,FOOD_DINING,2024-12-09,2024-12-09 10:09:56
Bowling Alley,gaming subscription,187.29,ENTERTAINMENT,2025-07-30,2025-07-30 10:09:56
Sony LIV,entertainment,234.78,ENTERTAINMENT,2024-06-30,2024-06-30 10:09:56
Box8,Wallet Payment - party order,564.62,FOOD_DINING,2024-08-25,2024-08-25 10:09:56
Zerodha,share trading,100000.0,INVESTMENT,2024-05-04,2024-05-04 10:09:56
Aditya Birla Sun Life,UPI Payment - mutual fund SIP,2000.0,INVESTMENT,2024-05-02,2024-05-02 10:09:56
Ajio,online shopping,200.0,SHOPPING,2025-01-18,2025-01-18 10:09:56
ICICI Prudential,share trading,189786.01,INVESTMENT,2024-10-26,2024-10-26 10:09:56
